arrival_time,src_ip,port,payload,latency_ms
2026-04-01 12:01:04.096,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.096,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.096,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.096,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.096,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.097,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.097,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.099,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.102,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.107,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.108,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.109,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.112,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.117,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.119,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.122,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.128,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.128,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.129,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.133,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.138,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.139,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.143,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.149,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.150,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.150,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.154,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.159,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.160,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.164,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.169,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.169,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.170,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.175,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.179,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.180,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.185,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.189,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.190,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.190,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.195,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.201,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.201,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.206,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.209,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.210,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.211,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.216,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.220,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.222,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.227,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.229,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.230,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.232,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.237,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.241,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.242,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.248,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.249,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.251,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.253,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.258,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.262,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.263,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.269,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.270,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.271,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.274,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.279,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.281,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.284,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.289,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.290,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.291,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.295,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.300,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.301,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.306,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.310,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.310,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.312,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.316,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.321,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.322,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.326,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.330,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.331,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.332,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.336,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.342,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.342,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.347,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.350,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.352,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.352,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.357,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.362,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.363,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.368,192.168.0.100,5008,"text",-1
2026-04-01 12:01:04.371,192.168.0.100,5004,"video",-1
2026-04-01 12:01:04.372,192.168.0.100,5006,"audio",-1
2026-04-01 12:01:04.373,192.168.0.100,5008,"text",-1
